Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pageranks,Authority,Hub,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@mayemusk,@mayemusk,"<[2020-09-26T15:50:29.162Z, 2020-09-26T15:53:23.715Z]>",User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.001015,0.003454,0,35,0,0,0,0
@spacex,@spacex,"<[2020-09-26T15:50:29.162Z, 2020-09-26T15:51:04.472Z, 2020-09-26T15:52:19.583Z, 2020-09-26T15:54:03.123Z, 2020-09-26T15:54:18.291Z, 2020-09-26T15:54:42.433Z, 2020-09-26T15:55:13.032Z, 2020-09-26T15:55:24.547Z]>",User,,,,,,,Thu Apr 23 16:53:30 CDT 2009,,,,"SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft",,http://pbs.twimg.com/profile_images/1082744382585856001/rH_k3PtQ_bigger.jpg,97,12893375,SpaceX,"Hawthorne, CA",,,,10,1,11,12,1,13,0.002511,0.005193,0.000072,35,1,1,1,7
@nasa_wallops,@nasa_wallops,<[2020-09-26T15:50:29.162Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000823,0.001701,0,35,0,0,0,0
@lemc28,@lemc28,<[2020-09-26T15:50:31.614Z]>,User,,,,,,,Fri Mar 27 14:16:16 CDT 2020,,,,"𝐿𝑜𝑠 𝑝𝑒𝑛𝑠𝑎𝑚𝑖𝑒𝑛𝑡𝑜𝑠 𝑞𝑢𝑒 𝑠𝑜𝑛 𝑟𝑒𝑓𝑙𝑒𝑥𝑖𝑜𝑛𝑎𝑑𝑜𝑠, 𝑠𝑜𝑛 𝑙𝑜𝑠 𝑢́𝑛𝑖𝑐𝑜𝑠 𝑐𝑜𝑛 𝑟𝑒𝑙𝑒𝑣𝑎𝑛𝑐𝑖𝑎.",,http://pbs.twimg.com/profile_images/1309334629900582912/0LDwfv4f_bigger.jpg,151,131,Enrique Caballero,Honduras,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@carter_embrey,@carter_embrey,<[2020-09-26T15:50:33.597Z]>,User,,,,,,,Mon Apr 10 13:29:59 CDT 2017,,,,,,http://pbs.twimg.com/profile_images/1051559031511240704/PSv5Fg0M_bigger.jpg,4973,4070,CARTER EMBREY,,,,,0,4,4,0,4,4,0.000678,0,0.042664,4,2,0.666667,0.75,0
@tesla_raj,@tesla_raj,<[2020-09-26T15:50:33.597Z]>,User,,,,,,,Sun Nov 11 00:24:12 CST 2018,,,,YouTube Tesla content creator. #Tesla subject matter expert! Buying a Tesla? email me: raj@teslaraj.com,,http://pbs.twimg.com/profile_images/1308445092890304512/_uqUNIaC_bigger.jpg,368,12197,Tesla (Tesla Flosser) Raj 🕺🏽,Tesla HQ,,,,2,2,4,2,2,4,0.000823,0.003517,0.042374,4,2,0.625,0.7,0
@jeff_0363,@jeff_0363,<[2020-09-26T15:50:34.392Z]>,User,,,,,,,Fri Jul 31 21:14:14 CDT 2020,,,,🇦🇺🇲🇾,,http://pbs.twimg.com/profile_images/1290105894856880129/sAdpjDRG_bigger.jpg,45,3,Jeff,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@seanorleans,@seanorleans,<[2020-09-26T15:50:35.217Z]>,User,,,,,,,Sun Jul 24 09:11:09 CDT 2011,,,,40. Noted raconteur. Wrestler & commentator. 504 Diaspora. RTs & FAVs ≠ endorsements. *Be wary of bullshit artists* Profile: @WCWMouse3911 Banner: @MsAAshley,,http://pbs.twimg.com/profile_images/1292336847524450304/-1YJrv8g_bigger.jpg,563,1591,Sean 'Social Distancing' Orleans 🥃🍕,House of the Rising Sun,,,,0,2,2,0,2,2,0.000678,0,0.040988,18,2,0.625,0.7,0
@caribbeanzoul,@caribbeanzoul,,User,,,,,,,Sat Sep 18 10:29:52 CDT 2010,,,,"Electronic Music artist 
from Dominican Republic.",,http://pbs.twimg.com/profile_images/1306617791966052354/Mvqc8adO_bigger.jpg,290,1435,Caribbean Zoul,PUNTA CANA,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@emrx_k,@emrx_k,<[2020-09-26T15:50:37.804Z]>,User,,,,,,,Sun Sep 23 14:22:23 CDT 2018,,,,"Half Malaysian, Half British... Overall? Maybe ambitious. And yes I do music :)",,http://pbs.twimg.com/profile_images/1192243605991251970/1mGNyq1e_bigger.jpg,13,28,Boshirou / Ruxkn,"London, England",,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@dneuerer,@dneuerer,<[2020-09-26T15:50:37.873Z]>,User,,,,,,,Sun Jan 09 13:08:53 CST 2011,,,,@handelsblatt - Hauptstadtbüro. #Verbraucherschutz | #Digitalisierung |#Datenschutz | #DSGVO | #Musterfeststellungsklage | #NetzDG | #AfD | #ITSicherheit,,http://pbs.twimg.com/profile_images/1274767000280203265/0XAXmNYW_bigger.jpg,5128,8544,Dietmar Neuerer,Berlin,,,,0,2,2,0,2,2,0.000678,0,0.040918,19,2,0.625,0.7,0
@igmetall,@igmetall,<[2020-09-26T15:50:37.873Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000967,0.001687,0,19,0,0,0,0
@tha_trollgod,@tha_trollgod,<[2020-09-26T15:50:39.308Z]>,User,,,,,,,Mon Aug 25 09:01:30 CDT 2014,,,,Just ur neighborhood troll ..coming to a thread near you👀   #lebronsbabydaddy,,http://pbs.twimg.com/profile_images/1012874273558552582/e79xuUJg_bigger.jpg,254,188,iMtRoLlINgYoU,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@twalter46827414,@twalter46827414,<[2020-09-26T15:50:39.499Z]>,User,,,,,,,Wed Oct 09 18:30:31 CDT 2019,,,,"Historian. Love the Italian Alps,",,http://pbs.twimg.com/profile_images/1182076488792723457/mbMLUK5R_bigger.jpg,433,19,T Walters,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@zephyrrrr_,@zephyrrrr_,<[2020-09-26T15:50:39.913Z]>,User,,,,,,,Sat May 02 10:30:28 CDT 2020,,,,"honeste vivere, alterum non laedere, suum cuique tribuere",,http://pbs.twimg.com/profile_images/1309793028329086976/d5Xh3_fk_bigger.jpg,131,52,zephrrr,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@wr4nygov,@wr4nygov,"<[2020-09-26T15:50:41.332Z, 2020-09-26T15:55:37.842Z]>",User,,,,,,,Mon Jan 25 12:26:05 CST 2010,,,,"Enthusiastic Critical Thinking. Videos http://YouTube.com/WarrenRedlich - Long TSLA, AMZN. #Tesla #SpaceX #ElonMusk #Libertarian https://ts.la/warren26324",,http://pbs.twimg.com/profile_images/1256943185160519680/aJpewCLb_bigger.png,405,1728,Critical Enthusiasm - Warren Redlich,"West Boca Raton, Florida",,,,1,3,4,1,3,4,0.000719,0.001827,0.042097,22,2,0.714286,0.8,1
@teslascoop,@teslascoop,<[2020-09-26T15:50:41.332Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000883,0.001735,0,22,0,0,0,0
@polarstarrose,@polarstarrose,<[2020-09-26T15:50:42.279Z]>,User,,,,,,,Sun Jul 19 11:49:55 CDT 2020,,,,"AOA/Eternal Time and Truth Travelers, Planet Stewardship Citizen of Earth Golden Rule, Galactic Human, Patriot.  My opinions are my own.",,http://pbs.twimg.com/profile_images/1307054219346800644/OgZS9dLH_bigger.jpg,963,755,Rebecca,Earth,,,,0,4,4,0,4,4,0.000678,0,0.041273,28,2,0.75,0.833333,0
@indusraven,@indusraven,<[2020-09-26T15:50:42.279Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000823,0.001701,0,28,0,0,0,0
@muratpak,@muratpak,"<[2020-09-26T15:50:42.279Z, 2020-09-26T15:52:31.223Z, 2020-09-26T15:54:00.321Z]>",User,,,,,,,Mon Dec 14 08:29:20 CST 2009,,,,The Nothing,,http://pbs.twimg.com/profile_images/1297700731143819265/4Inwfaf3_bigger.jpg,960,142607,Pak,Meta,,,,5,1,6,6,1,7,0.049286,0.006889,0.040849,28,2,0.6,0.666667,0
@archillect,@archillect,<[2020-09-26T15:50:42.279Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000823,0.001701,0,28,0,0,0,0
@grumpyoldygamer,@grumpyoldygamer,<[2020-09-26T15:50:43.350Z]>,User,,,,,,,Sat Jun 10 16:52:10 CDT 2017,,,,"Nerd, gamer, wwe fan, like sci-fi and nasa, Nashville everything, karaoke, Yahtzee.",,http://pbs.twimg.com/profile_images/1272894250338877441/XCUhAxrb_bigger.jpg,685,50,GrumpyOldeLadyGamer,Nv,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@roawallie,@roawallie,<[2020-09-26T15:50:45.346Z]>,User,,,,,,,Mon Dec 14 14:43:26 CST 2015,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,0,0,ROA WALLIE,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@theelonbot,@theelonbot,<[2020-09-26T15:50:50.621Z]>,User,,,,,,,Mon Apr 15 17:12:48 CDT 2019,,,,"Hello, I'm the Elon Bot, and every 10 minutes I try to contact Mr. Musk with the same message. Nothing more than that.  Bot by @JuanDeLaMochila",,http://pbs.twimg.com/profile_images/1117914137852547072/zboPZYpr_bigger.jpg,1,3,The Elon Bot,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@diyorbekqobilov,@diyorbekqobilov,<[2020-09-26T15:50:52.785Z]>,User,,,,,,,Thu Aug 27 14:25:38 CDT 2020,,,,"Motivational speaker || Future businessman.

Wanna be in football discussions;)",,http://pbs.twimg.com/profile_images/1304866780746330114/Hez0GXal_bigger.jpg,7,2,Diyorbek Qobilov,,,,,0,3,3,0,3,3,0.000678,0,0.04127,36,2,0.666667,0.75,0
@model3owners,@model3owners,"<[2020-09-26T15:50:52.785Z, 2020-09-26T15:53:59.744Z, 2020-09-26T15:54:19.322Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,3,0,3,0.001208,0.005106,0,36,0,0,0,0
@kimpaquette,@kimpaquette,"<[2020-09-26T15:50:52.785Z, 2020-09-26T15:53:59.744Z, 2020-09-26T15:54:19.322Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,3,0,3,0.001208,0.005106,0,36,0,0,0,0
@verge,@verge,"<[2020-09-26T15:50:56.717Z, 2020-09-26T15:54:22.021Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.000823,0.001698,0,12,0,0,0,0
@humanpe92918337,@humanpe92918337,<[2020-09-26T15:50:58.263Z]>,User,,,,,,,Tue Jun 18 21:07:13 CDT 2019,,,,"Thicc, not gonna wipe out half the universe, not the real thanos, bruh stop saying I’m thanos, ok I guess I’m thicc thanos.",,http://pbs.twimg.com/profile_images/1141165779137781760/7pKOwDUc_bigger.jpg,25,0,Thicc Thanos,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@jwh1895,@jwh1895,<[2020-09-26T15:51:03.784Z]>,User,,,,,,,Sat Nov 19 12:07:17 CST 2016,,,,"A polite Canadian, but with a bad attitude.",,http://pbs.twimg.com/profile_images/1306117486622863361/gKrVjHWE_bigger.jpg,849,731,Nick,The Canadian Prairies,,,,0,2,2,0,2,2,0.000678,0,0.041058,13,2,0.625,0.7,0
@cuzamiguel,@cuzamiguel,<[2020-09-26T15:51:04.472Z]>,User,,,,,,,Wed Oct 21 12:41:56 CDT 2015,,,,Estudiante de Ingeniería Informática en la UHO Cuba,,http://pbs.twimg.com/profile_images/1303762355231305728/YlcT-yhT_bigger.jpg,334,78,Miguel Cuza🇨🇺,"Holguin, Cuba",,,,0,3,3,0,3,3,0.000678,0,0.0005,35,1,1,1,0
@nasa,@nasa,"<[2020-09-26T15:51:04.472Z, 2020-09-26T15:54:18.291Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,3,0,3,0.003079,0.001737,0,35,0,0,0,0
@notgugelproduct,@notgugelproduct,<[2020-09-26T15:51:05.243Z]>,User,,,,,,,Sat May 08 03:32:10 CDT 2010,,,,a 20-something full of dreams,,http://pbs.twimg.com/profile_images/1309155595069644805/pRZYE451_bigger.jpg,584,631,imey,Lower Saxony,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@heuristiclineup,@heuristiclineup,<[2020-09-26T15:51:07.145Z]>,User,,,,,,,Fri Jun 19 17:54:51 CDT 2009,,,,Go Sacramento Kings! Go Chicago Bears! I refuse to ✌Stick to Sports✌,,http://pbs.twimg.com/profile_images/1307083323911569408/b9GSiZML_bigger.jpg,1058,2538,John,Roseville CA,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@adrfinance,@adrfinance,<[2020-09-26T15:51:07.656Z]>,User,,,,,,,Fri Nov 14 17:06:47 CST 2008,,,,Waiting for Tesla to become the most valuable company in the world.,,http://pbs.twimg.com/profile_images/1305200889028915200/d3jfJiyb_bigger.jpg,380,175,adrFinance,,,,,0,4,4,0,4,4,0.000678,0,0.04191,20,2,0.625,0.7,0
@bgdadtg,@bgdadtg,<[2020-09-26T15:51:10.545Z]>,User,,,,,,,Thu Mar 07 16:56:16 CST 2019,,,,"Husband. Dad to 1 lass & 1 lad + ModelX & 7 CYBRTRCKs (‘21). Environmentalist. Supporting $TSLA, $BYND, $ILMN Missions. Powered by 🌱& @ACDC",,http://pbs.twimg.com/profile_images/1295449611457437699/t5tXcegi_bigger.jpg,111,77,TG,"Edinburgh, Scotland",,,,0,2,2,0,2,2,0.000678,0,0.000289,10,3,0.428571,0.5,0
@jhl0749,@jhl0749,<[2020-09-26T15:51:16.746Z]>,User,,,,,,,Sun May 05 10:44:43 CDT 2013,,,,my name is 「J」 / 🇰🇷🇯🇵🇺🇸 / 헛소리 및 아무거나 알티 요주의! / professional retard / fub free,,http://pbs.twimg.com/profile_images/715483134863679488/wKaPqcLX_bigger.jpg,4542,863,jhl0749,대한민국 / Korea / 韓國,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@pasguet1y,@pasguet1y,<[2020-09-26T15:51:16.845Z]>,User,,,,,,,Mon Jul 18 13:30:27 CDT 2016,,,,"Don't let your memes be dreams
prog / jazz / clásica / post-rock / idm
https://open.spotify.com/user/21uuifkywuptajd2i5wymjovq?si=nWVjL0WCSiq0IUoax6Bg_w",,http://pbs.twimg.com/profile_images/951585728114384896/8fdNnOXN_bigger.jpg,825,31,『hector．,,,,,0,3,3,0,3,3,0.000678,0,0,21,3,0.461538,0.583333,0
@matvelloso,@matvelloso,<[2020-09-26T15:51:16.845Z]>,User,,,,,,,Sun Apr 26 00:52:43 CDT 2009,,,,"Technical Advisor to the CEO at Microsoft and developer advocate at heart. 

Opinions here are mine only, don't take them too seriously",,http://pbs.twimg.com/profile_images/1225595306236006400/3MAEYaE7_bigger.jpg,2618,24315,Mat Velloso,"Redmond, WA",,,,2,1,3,2,1,3,0.000871,0,0,21,3,0.416667,0.5,0
@digitaltrends,@digitaltrends,<[2020-09-26T15:51:16.846Z]>,User,,,,,,,Tue May 13 15:01:41 CDT 2008,,,,Tech for the way we live. | Facebook & Instagram: @DigitalTrends,,http://pbs.twimg.com/profile_images/1290668578484649986/RFcAxom2_bigger.jpg,1161832,2136388,Digital Trends,"Portland, OR && New York, NY",,,,2,1,3,2,2,4,0.001614,0,0.040849,21,2,0.571429,0.625,8
@outstand,@outstand,<[2020-09-26T15:51:17.901Z]>,User,,,,,,,Tue Sep 08 22:26:42 CDT 2015,,,,Asesoría y Consultoría en Gestión Empresarial,,http://pbs.twimg.com/profile_images/1055481580905525248/ogl7zdaR_bigger.jpg,1040,285,OutStand,Chile,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@agresiveviper,@agresiveviper,,User,,,,,,,Tue Aug 15 14:04:05 CDT 2017,,,,"Conservative, Deplorable, #MAGA, America was & is great, Kekistani, Free Speech, Jack Dorsey is an NPC.",,http://pbs.twimg.com/profile_images/897535287915683842/4gQW66bg_bigger.jpg,114,154,Aggressive Viper 🐍,United States,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@_hastipatel_,@_hastipatel_,<[2020-09-26T15:51:22.237Z]>,User,,,,,,,Sat Jan 27 15:05:41 CST 2018,,,,momento mori,,http://pbs.twimg.com/profile_images/1303466708225724417/pjh1nK86_bigger.jpg,549,154,ᴉʇsɐɥ,"somewhere in texas ",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@splitdawig,@splitdawig,"<[2020-09-26T15:51:23.652Z, 2020-09-26T15:55:37.842Z]>",User,,,,,,,Thu Oct 30 06:02:48 CDT 2014,,,,crypto. $TSLA. @tesla. multiple cannabis business owner/consultant. Best of @Weedmaps 2020 dispensary owner. frmr @watchmixer partner sponsored by @ibuypower,,http://pbs.twimg.com/profile_images/1304572753652199424/kXzp4OPU_bigger.jpg,824,8747,SplitDaWig," WHERE WEED IS LEGAL",,,,0,14,14,0,14,14,0.000678,0,0.044311,22,2,0.842105,0.90625,0
@pip_net,@pip_net,<[2020-09-26T15:51:23.977Z]>,User,,,,,,,Thu Jun 04 04:53:12 CDT 2009,,,,"Angel Investor, Expert: #search, #marketing, #growth, Advisor to $RKET, $KKR, et alii, ex @idealo_de, @ladenzeile // #Podcast: @doppelgaengerio",,http://pbs.twimg.com/profile_images/876509993842995200/GeIFZb-3_bigger.jpg,2427,6807,Philipp Kloeckner,"Berlin, Germany",,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@supersokka20,@supersokka20,<[2020-09-26T15:51:24.674Z]>,User,,,,,,,Tue Jan 02 23:14:12 CST 2018,,,,,,http://pbs.twimg.com/profile_images/986054990220308480/pusaSwLD_bigger.jpg,335,22,Matthew Thomas,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@ddeendeen,@ddeendeen,<[2020-09-26T15:51:25.768Z]>,User,,,,,,,Sat Jan 14 12:21:11 CST 2017,,,,future politician of malaysia (YB Alor Setar) i want free vellfire oso,,http://pbs.twimg.com/profile_images/1223541375989436416/mcnfqxoX_bigger.jpg,379,170,YBddeedeen,"Moscow, Russia",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@braydencarter7,@braydencarter7,<[2020-09-26T15:51:28.627Z]>,User,,,,,,,Mon Oct 15 15:49:29 CDT 2012,,,,Ozone,,http://pbs.twimg.com/profile_images/1300925382049312771/ee-bHNdm_bigger.jpg,533,590,Brayden Carter,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@neabfi,@neabfi,"<[2020-09-26T15:51:29.995Z, 2020-09-26T15:54:53.685Z]>",User,,,,,,,Sun Oct 05 04:14:05 CDT 2014,,,,"PhD student in CS, I’m not a chatbot.",,http://pbs.twimg.com/profile_images/980587465030414339/xZK9DSMv_bigger.jpg,183,116,Neabfi,,,,,1,4,5,1,5,6,0.000794,0.001704,0.041271,23,2,0.7,0.785714,0
@lowerleagueecup,@lowerleagueecup,"<[2020-09-26T15:51:29.995Z, 2020-09-26T15:51:47.085Z, 2020-09-26T15:54:53.685Z]>",User,,,,,,,Sun Mar 15 20:29:18 CDT 2020,,,,Uniting the Lower Leagues | For Supporters & Clubs | World's largest FIFA tournament for soccer clubs | 120 clubs/SG’s in 2020 | Not for profit.,,http://pbs.twimg.com/profile_images/1278401976829652992/cNOAHL1p_bigger.jpg,498,1115,Lower League eCup,United States,,,,3,2,5,3,2,5,0.001541,0.003411,0.000282,23,1,1,1,2
@mplscitysc,@mplscitysc,"<[2020-09-26T15:51:29.995Z, 2020-09-26T15:51:47.085Z, 2020-09-26T15:54:53.685Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,3,0,3,0.001621,0.003417,0,23,0,0,0,0
@spaceunitedfc,@spaceunitedfc,"<[2020-09-26T15:51:29.995Z, 2020-09-26T15:51:47.085Z, 2020-09-26T15:54:53.685Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,4,0,4,0.001621,0.003417,0,23,0,0,0,0
@_carloestrada,@_carloestrada,<[2020-09-26T15:51:30.683Z]>,User,,,,,,,Wed Jan 21 05:09:24 CST 2015,,,,be better,,http://pbs.twimg.com/profile_images/1296849007977824257/r9Exe2gb_bigger.jpg,241,293,Caloy,"San Francisco, CA",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@nicoeramirez,@nicoeramirez,"<[2020-09-26T15:51:32.845Z, 2020-09-26T15:54:29.248Z]>",User,,,,,,,Fri Apr 26 22:54:19 CDT 2013,,,,Views are my own and do not represent anybody i work for.,,http://pbs.twimg.com/profile_images/1308266565976993792/1usPAO01_bigger.jpg,406,43,Nico,"San Francisco, CA",,,,1,4,5,1,4,5,0.000862,0.001759,0.042664,4,2,0.7,0.785714,0
@zains180,@zains180,"<[2020-09-26T15:51:32.845Z, 2020-09-26T15:54:29.248Z]>",User,,,,,,,Fri Oct 21 19:40:38 CDT 2016,,,,$TSLA Shareholder,,http://pbs.twimg.com/profile_images/1307423656046465029/LR1iGvTS_bigger.jpg,469,408,Zain🔋,Mars,,,,1,4,5,1,4,5,0.000862,0.001759,0.042664,4,2,0.7,0.785714,0
@whatsinside,@whatsinside,"<[2020-09-26T15:51:32.845Z, 2020-09-26T15:52:43.309Z, 2020-09-26T15:54:29.248Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,3,0,3,0.001239,0.005273,0,4,0,0,0,0
@m_marzak,@m_marzak,<[2020-09-26T15:51:33.994Z]>,User,,,,,,,Tue Oct 27 16:28:17 CDT 2009,,,,"#Leadership #Transformation #Innovation #Frugal #Disruptive #FMCG #Safety #Morocco #المغرب",,http://pbs.twimg.com/profile_images/960100173568532481/2ePCNNVb_bigger.jpg,2117,1013,Mohammed Marzak,"Harhoura, Royaume du Maroc",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@indic_banarasi,@indic_banarasi,<[2020-09-26T15:51:37.674Z]>,User,,,,,,,Wed Aug 29 10:02:26 CDT 2018,,,,I'm a vegetarian but lactose intolerance makes me a vegan  (͡° ͜ʖ ͡°),,http://pbs.twimg.com/profile_images/1304186553296719878/loU_rCQ6_bigger.jpg,123,96,HINDOLA,"Saturn, Nepal",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@joaogverreiro,@joaogverreiro,<[2020-09-26T15:51:40.609Z]>,User,,,,,,,Sun Apr 19 15:40:11 CDT 2015,,,,ig: 👆🏾👆🏾👆🏾👆🏾,,http://pbs.twimg.com/profile_images/1307822198502162438/ycNknEM4_bigger.jpg,233,201,Jean Pierre 🥑,"Olhão, Portugal",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@checqmate1,@checqmate1,"<[2020-09-26T15:51:42.779Z, 2020-09-26T15:55:12.121Z, 2020-09-26T15:55:26.885Z]>",User,,,,,,,,,,,,,,,,,,,,,3,0,3,3,0,3,0.001131,0.005095,0,45,0,0,0,0
@psychrypto,@psychrypto,<[2020-09-26T15:51:43.659Z]>,User,,,,,,,Mon Dec 11 11:54:24 CST 2017,,,,"Bitcoin hodler, Ravencoin loser, Meme non-buyer and Defi degen. 
I believe in free speech, family and books.
My opinions are not trading advices.",,http://pbs.twimg.com/profile_images/1259530072534536193/zSSgIC4a_bigger.png,1615,293,PsyChrypto not buying $MEME,Europe,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@notjenwhoyou,@notjenwhoyou,<[2020-09-26T15:51:45.990Z]>,User,,,,,,,Tue Aug 20 09:03:39 CDT 2019,,,,Tired of SJW rhetoric// Conservative,,http://pbs.twimg.com/profile_images/1298129764964851712/Ol0oVg8D_bigger.jpg,181,52,Notjenwhoyou,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@geopilot,@geopilot,,User,,,,,,,Wed Apr 16 12:50:46 CDT 2008,,,,"Absurdity is our current simulation. Our pronoun is Indefinite/Loop
I tweet smack.  Sometimes I mean it. Sometimes just prodding. 
Go Out and Build Something",,http://pbs.twimg.com/profile_images/1130332854381096961/4D-54u1R_bigger.png,2461,860,ComicfromPlanet9,Los Angeles,,,,0,1,1,0,1,1,0.000678,0,0.000141,23,2,0.6,0.666667,0
@jmtdesignstudio,@jmtdesignstudio,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,Sat Sep 04 12:54:23 CDT 2010,,,,"#BlackLivesMatter 🌊🌊 COLLAB = website
@ASCAP #jmtprod2k20  http://soundcloud.com/tola-jean-marc http://instagram.com/jmtprod69 http://reverbnation.com/jmtprod",,http://pbs.twimg.com/profile_images/820368350085783553/CInS8EB-_bigger.jpg,7344,11765,jmt-prod,"Lyon, France",,,,1,10,11,1,10,11,0.000692,0.001824,0.000614,24,3,0.532609,0.581633,0
@seasonsall4,@seasonsall4,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,Sun Jan 06 22:27:37 CST 2019,,,,"Love all animals big&small dislike all politicians :) #RESISTOR RESIStor sista want to change the world.IF U SUPPORT TRUMP WE CANT BE FRIENDS,this makes me sad",,http://pbs.twimg.com/profile_images/1095030606214266880/EkgEkQMi_bigger.jpg,769,810,winterswonderlandiscoming,"New South Wales, Australia",,,,2,46,48,2,46,48,0.000737,0.000051,0.04424,24,2,0.942308,0.969388,40
@melvinemory,@melvinemory,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@christuckerreal,@christuckerreal,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@craigjo80374965,@craigjo80374965,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@raiderstoney,@raiderstoney,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@jennyphoenix,@jennyphoenix,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@simone_rc67,@simone_rc67,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@kyalo_mulinge,@kyalo_mulinge,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@cox_passaris,@cox_passaris,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000751,0.001849,0,24,0,0,0,0
@romston,@romston,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
